qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0008473396301269531,0.0009276866912841797,0.0007350444793701172,0.0005965232849121094,0.0006589889526367188,0.0005562305450439453,0.00044083595275878906
0.0007257461547851562,0.0007655620574951172,0.0006990432739257812,0.0007274150848388672,0.0005919933319091797,0.0005147457122802734,0.0004131793975830078
0.0006833076477050781,0.0007340908050537109,0.0008270740509033203,0.0006282329559326172,0.0005578994750976562,0.0005106925964355469,0.0004532337188720703
0.0006704330444335938,0.0007452964782714844,0.0009109973907470703,0.0006363391876220703,0.0005538463592529297,0.0005135536193847656,0.0004050731658935547
0.0005862712860107422,0.0006976127624511719,0.0007863044738769531,0.0006260871887207031,0.0005965232849121094,0.0005130767822265625,0.0004069805145263672
0.0006711483001708984,0.0007319450378417969,0.0006489753723144531,0.0005695819854736328,0.0005817413330078125,0.0005249977111816406,0.00040841102600097656
0.0006322860717773438,0.0007517337799072266,0.0007102489471435547,0.0006184577941894531,0.0005538463592529297,0.0005173683166503906,0.0004062652587890625
0.0006701946258544922,0.0007939338684082031,0.0007224082946777344,0.0006532669067382812,0.0005509853363037109,0.0005259513854980469,0.0004086494445800781
0.0006847381591796875,0.0007810592651367188,0.0007624626159667969,0.0006306171417236328,0.0006144046783447266,0.0005207061767578125,0.0004093647003173828
0.0007531642913818359,0.0007212162017822266,0.0007243156433105469,0.0005490779876708984,0.0006046295166015625,0.0005033016204833984,0.0004477500915527344
0.0006608963012695312,0.0007648468017578125,0.0007894039154052734,0.0006072521209716797,0.0005915164947509766,0.0005698204040527344,0.0004019737243652344
0.0007023811340332031,0.0007042884826660156,0.0007252693176269531,0.0006368160247802734,0.0006606578826904297,0.0005285739898681641,0.0004048347473144531
0.0006275177001953125,0.0007436275482177734,0.0007252693176269531,0.0005838871002197266,0.0006279945373535156,0.0005083084106445312,0.00040602684020996094
0.0006906986236572266,0.0006425380706787109,0.0006673336029052734,0.0006213188171386719,0.0006289482116699219,0.0005097389221191406,0.00040149688720703125
0.0007524490356445312,0.0007600784301757812,0.0006594657897949219,0.0005793571472167969,0.0005600452423095703,0.0005519390106201172,0.0004229545593261719
0.000637054443359375,0.0008013248443603516,0.0008108615875244141,0.0006322860717773438,0.0005626678466796875,0.0005133152008056641,0.0005440711975097656
0.0008380413055419922,0.0007042884826660156,0.0007731914520263672,0.0006110668182373047,0.0006055831909179688,0.0005238056182861328,0.0004057884216308594
0.0006923675537109375,0.0007910728454589844,0.0007719993591308594,0.0005671977996826172,0.00055694580078125,0.0005197525024414062,0.0003993511199951172
0.0006117820739746094,0.0008206367492675781,0.0006744861602783203,0.0005931854248046875,0.0006084442138671875,0.0005245208740234375,0.0006036758422851562
0.0007364749908447266,0.0007414817810058594,0.0006709098815917969,0.0005767345428466797,0.0005688667297363281,0.0005125999450683594,0.0004215240478515625
0.0007205009460449219,0.0007696151733398438,0.0007357597351074219,0.0007543563842773438,0.0005612373352050781,0.0005261898040771484,0.0005075931549072266
0.0006806850433349609,0.00072479248046875,0.0007755756378173828,0.0005624294281005859,0.0005533695220947266,0.0005779266357421875,0.00040602684020996094
0.0007293224334716797,0.0007236003875732422,0.0007638931274414062,0.0006420612335205078,0.0006530284881591797,0.0005128383636474609,0.0004107952117919922
0.0006880760192871094,0.0008409023284912109,0.0007824897766113281,0.0007035732269287109,0.0005545616149902344,0.0005214214324951172,0.0004067420959472656
0.0006146430969238281,0.0008182525634765625,0.0007791519165039062,0.0007531642913818359,0.0006406307220458984,0.0005142688751220703,0.00040602684020996094
0.0007143020629882812,0.0006537437438964844,0.0007722377777099609,0.0005791187286376953,0.0006475448608398438,0.0005130767822265625,0.0004096031188964844
0.0007085800170898438,0.000782012939453125,0.0008401870727539062,0.0006437301635742188,0.0006167888641357422,0.0005185604095458984,0.0004055500030517578
0.0006344318389892578,0.000728607177734375,0.0006594657897949219,0.0005705356597900391,0.0005800724029541016,0.0005066394805908203,0.00040531158447265625
0.0007069110870361328,0.0007505416870117188,0.0006902217864990234,0.0006287097930908203,0.0007109642028808594,0.0005238056182861328,0.00040721893310546875
0.0006797313690185547,0.0007748603820800781,0.0006906986236572266,0.0006098747253417969,0.0005807876586914062,0.0005106925964355469,0.0004086494445800781
0.0006954669952392578,0.0007848739624023438,0.0007927417755126953,0.0005950927734375,0.0005860328674316406,0.0005123615264892578,0.00044608116149902344
0.0007274150848388672,0.0007758140563964844,0.0006608963012695312,0.0006134510040283203,0.0005884170532226562,0.0005583763122558594,0.0004096031188964844
0.0006380081176757812,0.0007226467132568359,0.0006821155548095703,0.0005257129669189453,0.0005440711975097656,0.0005576610565185547,0.0004086494445800781
0.0006866455078125,0.0007622241973876953,0.0007028579711914062,0.0006630420684814453,0.0006532669067382812,0.0005130767822265625,0.00040030479431152344
0.0006959438323974609,0.0007240772247314453,0.0007228851318359375,0.0006053447723388672,0.0006966590881347656,0.0005142688751220703,0.0003993511199951172
0.0006561279296875,0.0007491111755371094,0.0007355213165283203,0.0006339550018310547,0.0006539821624755859,0.0005242824554443359,0.00039887428283691406
0.0006513595581054688,0.0006620883941650391,0.0007481575012207031,0.0006802082061767578,0.000591278076171875,0.0005097389221191406,0.00039696693420410156
0.0006465911865234375,0.0007052421569824219,0.00074005126953125,0.0005538463592529297,0.0005621910095214844,0.0005245208740234375,0.0003998279571533203
0.0006296634674072266,0.0007245540618896484,0.0007946491241455078,0.0006711483001708984,0.0005595684051513672,0.0005180835723876953,0.0003979206085205078
